lnc.id	lnc.name	coding.id	coding.name	cor	cor.p	cor.adjp	MI	ARACNe.pvalue
ENSG00000230838.1	LINC01614	ENSG00000133110.14	POSTN	0.739577613988698	1.23825884692676e-71	1.9985497789398e-67	0.510127641157537	0
ENSG00000230838.1	LINC01614	ENSG00000123610.4	TNFAIP6	0.727146228684675	3.71824798560895e-68	6.00125224877284e-64	0.504129870878286	0
ENSG00000230838.1	LINC01614	ENSG00000186340.14	THBS2	0.732277773372294	1.44044855130843e-69	2.32488396181181e-65	0.503426954412642	0
ENSG00000230838.1	LINC01614	ENSG00000182492.15	BGN	0.71161914698873	4.49581475802085e-64	7.25624501944565e-60	0.49944973059127	0
ENSG00000230838.1	LINC01614	ENSG00000162745.10	OLFML2B	0.714370461732521	8.89879353837235e-65	1.4362652770933e-60	0.496556724682399	0
ENSG00000230838.1	LINC01614	ENSG00000149380.11	P4HA3	0.687264181318029	3.44890280869757e-58	5.56652913323788e-54	0.484749263584045	0
ENSG00000230838.1	LINC01614	ENSG00000133466.13	C1QTNF6	0.696640548031421	2.19864106639662e-60	3.54860668116415e-56	0.4834736699047	0
ENSG00000230838.1	LINC01614	ENSG00000258227.6	CLEC5A	0.691379315036403	3.84100415258746e-59	6.19938070227617e-55	0.478398892860194	0
ENSG00000230838.1	LINC01614	ENSG00000130635.15	COL5A1	0.698066585349774	1.00178770758523e-60	1.61688536004256e-56	0.474524780663245	0
ENSG00000230838.1	LINC01614	ENSG00000182667.14	NTM	0.674196459905842	2.89891804465523e-55	4.67885372407354e-51	0.474035784472422	0
ENSG00000230838.1	LINC01614	ENSG00000105989.8	WNT2	0.678580348113577	3.14811285663125e-56	5.08105415060283e-52	0.469537644931301	0
ENSG00000230838.1	LINC01614	ENSG00000203805.10	PLPP4	0.703314216836609	5.33324904103935e-62	8.60786395223751e-58	0.466856276204279	0
ENSG00000230838.1	LINC01614	ENSG00000164694.16	FNDC1	0.689123343759102	1.28526995368433e-58	2.07442570524651e-54	0.464732951858922	0
ENSG00000230838.1	LINC01614	ENSG00000099953.9	MMP11	0.651002992329341	1.98728076581336e-50	3.20747115602277e-46	0.463181536307535	0
ENSG00000230838.1	LINC01614	ENSG00000154096.13	THY1	0.672104089938767	8.2524382026713e-55	1.33194352591115e-50	0.458357402864412	0
ENSG00000230838.1	LINC01614	ENSG00000183876.8	ARSI	0.658979312792164	4.82599410281728e-52	7.78915448194709e-48	0.45811052051939	4.20767071185324e-08
ENSG00000230838.1	LINC01614	ENSG00000104415.13	WISP1	0.681548816720849	6.84819511555884e-57	1.1052986916512e-52	0.456057928060202	0
ENSG00000230838.1	LINC01614	ENSG00000083782.7	EPYC	0.696739413165596	2.08234120829214e-60	3.36089871018351e-56	0.455162404098368	0
ENSG00000230838.1	LINC01614	ENSG00000170801.9	HTRA3	0.597706705650231	8.8639466330524e-41	1.43064098657466e-36	0.451443743121066	0.00814924832788888
ENSG00000230838.1	LINC01614	ENSG00000011201.11	ANOS1	0.666348047540296	1.40424620469492e-53	2.2664533743776e-49	0.450736903023279	0
ENSG00000230838.1	LINC01614	ENSG00000137809.16	ITGA11	0.700702720498661	2.31405891570085e-61	3.73489108994117e-57	0.448551778272695	0
ENSG00000230838.1	LINC01614	ENSG00000203747.10	FCGR3A	0.651886243581449	1.32390918812149e-50	2.13678942962808e-46	0.445196596653668	0
ENSG00000230838.1	LINC01614	ENSG00000198108.3	CHSY3	0.609837146433103	8.15809923759128e-43	1.31671721694723e-38	0.442879608269409	0
ENSG00000230838.1	LINC01614	ENSG00000140937.13	CDH11	0.644273264004557	4.19962239963051e-49	6.77819055300365e-45	0.439693409401509	0.00814924832788888
ENSG00000230838.1	LINC01614	ENSG00000178776.4	C5orf46	0.666422983871524	1.35392836564608e-53	2.18524038215277e-49	0.439528395526109	0
ENSG00000230838.1	LINC01614	ENSG00000173391.8	OLR1	0.692713671533465	1.87027947105614e-59	3.01863106628462e-55	0.439196195163157	0
ENSG00000230838.1	LINC01614	ENSG00000038427.15	VCAN	0.688243207874708	2.05276484092407e-58	3.31316245325145e-54	0.437191575411695	0
ENSG00000230838.1	LINC01614	ENSG00000111799.20	COL12A1	0.617223238229925	4.24797036942708e-44	6.85622417625531e-40	0.436194814966819	0
ENSG00000230838.1	LINC01614	ENSG00000176170.13	SPHK1	0.598508868331274	6.54126064383997e-41	1.05575946791577e-36	0.434511274532815	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000152377.13	SPOCK1	0.604800575955501	5.85557668952609e-42	9.45090077689511e-38	0.428036112023519	0
ENSG00000230838.1	LINC01614	ENSG00000168461.12	RAB31	0.598252518073683	7.20899409656995e-41	1.16353164718639e-36	0.426537463059789	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000163359.15	COL6A3	0.618121354236553	2.94981959893349e-44	4.76100883267866e-40	0.424634162916498	0
ENSG00000230838.1	LINC01614	ENSG00000183671.12	GPR1	0.563007289725079	2.08107533599603e-35	3.35885559229759e-31	0.423297556491717	0
ENSG00000230838.1	LINC01614	ENSG00000140931.19	CMTM3	0.621069916261879	8.83465080045664e-45	1.4259126391937e-40	0.422172460742563	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000087303.17	NID2	0.572158376124143	9.1955235434768e-37	1.48415749991716e-32	0.419159335078053	4.20767071185324e-08
ENSG00000230838.1	LINC01614	ENSG00000086717.18	PPEF1	0.651082687091774	1.91587392443236e-50	3.09222051403383e-46	0.419129055180367	0
ENSG00000230838.1	LINC01614	ENSG00000117586.10	TNFSF4	0.637471170138308	8.49125074312779e-48	1.37048786994083e-43	0.418396641882203	0
ENSG00000230838.1	LINC01614	ENSG00000168334.8	XIRP1	0.663136331723423	6.64282135851926e-53	1.07215136726501e-48	0.417011872817117	0
ENSG00000230838.1	LINC01614	ENSG00000135077.8	HAVCR2	0.559770427947101	6.12992767801421e-35	9.89370327231493e-31	0.416872052846159	4.20767071185324e-08
ENSG00000230838.1	LINC01614	ENSG00000038945.14	MSR1	0.608610047595901	1.32297334315992e-42	2.13527897586011e-38	0.416312994756653	0
ENSG00000230838.1	LINC01614	ENSG00000225614.2	ZNF469	0.639894481167092	2.93468176159239e-48	4.73657636321011e-44	0.414842596667489	0
ENSG00000230838.1	LINC01614	ENSG00000060982.14	BCAT1	0.632741062833235	6.57349746125208e-47	1.06096249024609e-42	0.40966338858091	0
ENSG00000230838.1	LINC01614	ENSG00000172061.8	LRRC15	0.635206682117858	2.27206223960702e-47	3.66710845472573e-43	0.408651142764298	0
ENSG00000230838.1	LINC01614	ENSG00000149257.13	SERPINH1	0.595408810424552	2.10673521207212e-40	3.4002706322844e-36	0.404619735264035	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000165685.8	TMEM52B	0.631884765376844	9.48537977361691e-47	1.53094029546177e-42	0.403725464537445	4.20767071185324e-08
ENSG00000230838.1	LINC01614	ENSG00000150337.13	FCGR1A	0.62385941651279	2.79042158538144e-45	4.50374043880565e-41	0.403487175077806	0
ENSG00000230838.1	LINC01614	ENSG00000018280.16	SLC11A1	0.621924150088995	6.21513567590154e-45	1.00312289809051e-40	0.396317070391502	0
ENSG00000230838.1	LINC01614	ENSG00000170909.13	OSCAR	0.600298335546064	3.31076012166296e-41	5.34356683636401e-37	0.394734208411291	0
ENSG00000230838.1	LINC01614	ENSG00000134901.12	KDELC1	0.543394453054406	1.2133541764329e-32	1.95835364076271e-28	0.392339434381039	0
ENSG00000230838.1	LINC01614	ENSG00000115363.13	EVA1A	0.548341300941851	2.53252802118516e-33	4.08750022619285e-29	0.391200275181975	0
ENSG00000230838.1	LINC01614	ENSG00000169385.2	RNASE2	0.546562782019312	4.46159309184739e-33	7.20101125024169e-29	0.384202382027307	0.000160985481435505
ENSG00000230838.1	LINC01614	ENSG00000139572.3	GPR84	0.568682426850128	3.04184699066084e-36	4.90954104292659e-32	0.381932108221607	0.000160985481435505
ENSG00000230838.1	LINC01614	ENSG00000134013.15	LOXL2	0.583791871251416	1.50973793090802e-38	2.43671702048555e-34	0.381844914956561	0.000160985481435505
ENSG00000230838.1	LINC01614	ENSG00000198019.12	FCGR1B	0.567732073717722	4.20841930631455e-36	6.79238876039169e-32	0.379691189188507	0
ENSG00000230838.1	LINC01614	ENSG00000115318.11	LOXL3	0.560524435944339	4.77117568927606e-35	7.70067756249156e-31	0.379514134858185	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000135047.14	CTSL	0.555621203204887	2.40650948034018e-34	3.88410630126905e-30	0.378632872618105	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000118785.13	SPP1	0.631250314876942	1.24374301015239e-46	2.00740121838596e-42	0.37675893734329	0
ENSG00000230838.1	LINC01614	ENSG00000175600.15	SUGCT	0.502151346038866	2.19146125253674e-27	3.53701846159429e-23	0.373244296825405	0.00814924832788888
ENSG00000230838.1	LINC01614	ENSG00000117122.13	MFAP2	0.596798887498437	1.2488978021526e-40	2.0157210526743e-36	0.372004370470707	0
ENSG00000230838.1	LINC01614	ENSG00000095970.16	TREM2	0.586158304566797	6.41240426180415e-39	1.03496204785519e-34	0.3719694387882	0.00814924832788888
ENSG00000230838.1	LINC01614	ENSG00000128595.16	CALU	0.58494046282223	9.97202165127023e-39	1.60948429451502e-34	0.364499649342272	0
ENSG00000230838.1	LINC01614	ENSG00000029559.6	IBSP	0.593182964575486	4.84095231588984e-40	7.81329703784621e-36	0.361628136072126	0
ENSG00000230838.1	LINC01614	ENSG00000166130.14	IKBIP	0.565438705986549	9.17184899215306e-36	1.4803364273335e-31	0.361467331893914	0
ENSG00000230838.1	LINC01614	ENSG00000145536.15	ADAMTS16	0.620560759275412	1.08893951481493e-44	1.7575483769113e-40	0.36119047102919	0
ENSG00000230838.1	LINC01614	ENSG00000120708.16	TGFBI	0.543600067323515	1.13744400045076e-32	1.83583461672752e-28	0.358481781571505	4.20767071185324e-08
ENSG00000230838.1	LINC01614	ENSG00000108688.11	CCL7	0.576860247353863	1.7818000935559e-37	2.87582535099923e-33	0.357101733777067	0
ENSG00000230838.1	LINC01614	ENSG00000124731.12	TREM1	0.544003373926689	1.0019353115407e-32	1.61712359282669e-28	0.349998696579466	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000164733.20	CTSB	0.578562236986066	9.77278062076589e-38	1.57732679219161e-33	0.348602519915563	0
ENSG00000230838.1	LINC01614	ENSG00000137745.11	MMP13	0.521931716847045	8.11443913363524e-30	1.30967047616873e-25	0.346888302743565	0.00814924832788888
ENSG00000230838.1	LINC01614	ENSG00000183019.7	MCEMP1	0.535367936946885	1.45984976597319e-31	2.35619752228074e-27	0.343008093278767	0
ENSG00000230838.1	LINC01614	ENSG00000176887.6	SOX11	0.51992507056933	1.45625852590088e-29	2.35040126080401e-25	0.3388052920673	0.00814924832788888
ENSG00000230838.1	LINC01614	ENSG00000164935.6	DCSTAMP	0.523531590856373	5.07631716286736e-30	8.19317590086792e-26	0.337440579536284	0
ENSG00000230838.1	LINC01614	ENSG00000159216.18	RUNX1	0.500031738856922	3.90829039114831e-27	6.30798069131337e-23	0.331630628209703	2.8612160840602e-06
ENSG00000230838.1	LINC01614	ENSG00000143333.6	RGS16	0.508494323714612	3.78681912598189e-28	6.11192606933477e-24	0.32625934013135	0
ENSG00000230838.1	LINC01614	ENSG00000066697.14	MSANTD3	0.512700426170228	1.15825079687502e-28	1.86941678615629e-24	0.3238184526743	0
ENSG00000230838.1	LINC01614	ENSG00000204866.8	IGFL2	0.507422775197983	5.10743945266335e-28	8.24340727659864e-24	0.322599079665226	0
ENSG00000230838.1	LINC01614	ENSG00000124216.3	SNAI1	0.536321144176046	1.09024460632079e-31	1.75965479460175e-27	0.321942850428189	0
